title,movie_id,crew,tags
"dancer, texas pop. 81",78373,Tim McCanlies,"comedy, drama, familysmal town, texasfour guys, best friends, have grown up togeth in dancer, texa pop. 81, a tini town in west texas. year ago, they made a solemn vow to leav town togeth as soon as they graduate. now, it' that weekend and the time ha come to ""put up or shut up."" the clock is tick and as all 81 peopl in the town watch, comment, offer advic and place bets, these four veri differ boy with uniqu background struggl with the biggest decis of their lives... whether to stay or leav home.breckin meyer, peter facinelli, eddi mill"
show boat,17820,George Sidney,"music, romancemusical, grandmoth granddaught relationship, interraci relationship, reconciliation, riverboat, showboat, miscegenation, paddlewheel boata dash mississippi river gambler win the affect of the daughter of the owner of the show boat.howard keel, kathryn grayson, ava gardner"
redemption road,74457,Mario Van Peebles,"dramaa tennessee-set drama focus on an individual' spiritu redemption.michael clark duncan, morgan simpson, kiel sanchez"
the calling,283384,Jason Stone,"thrillerseri of murdersdetect hazel micallef hasn't had much to worri about in the sleepi town of port dunda until a string of gruesom murder in the surround countrysid bring her face to face with a serial killer driven by a higher calling.susan sarandon, gil bellows, ellen burstyn"
the brave little toaster,19933,Jerry Rees,"fantasy, adventure, animation, comedy, family, musicgrow up, come of age, lost, journey, personification, inanim object come to life, toastera group of date applianc find themselv strand in a summer home that their famili had just sold decid to, a la the incred journey, seek their young 8 year old ""master"". children' film which on the surfac is a frivol fantasy, but with a dark subtext of abandonment, obsolescence, and loneliness.jon lovitz, timothi stack, phil hartman"
fantasia,756,"David Hand, James Algar, Samuel Armstrong, Ben Sharpsteen, William Roberts, Paul Satterfield, Hamilton Luske, Jim Handley, Ford Beebe, T. Hee, Wilfred Jackson, Norman Ferguson","animation, family, musicorchestra, classic music, music segmentswalt disney' timeless masterpiec is an extravaganza of sight and sound! see the music come to life, hear the pictur burst into song and experi the excit that is fantasia over and over again.deem taylor, walt disney, julietta novi"
8 days,433715,Jaco Booyens,"thriller, dramachristian film, sex traffickingaft sneak to a parti with her friends, 16-year-old amber steven goe missing. forc into the world of sex trafficking, her famili and commun fight to get her back. inspir by actual events.nicol smolen, kim baldwin, ariana stephen"
friday the 13th part iii,9728,Steve Miner,"horror, thrillerlake, summer camp, murder, serial killer, slasher, summer, jason voorhees, one by one, friday the thirteenthan idyl summer turn into a nightmar of unspeak terror for yet anoth group of naiv counselors. ignor camp crystal lake' bloodi legacy, one by one they fall victim to the maniac jason who stalk them at everi turn.dana kimmell, paul kratka, traci savag"
friday the 13th: a new beginning,9731,Danny Steinmann,"horror, thrillermask, psychology, serial killer, hospital, teenager, seri of murdershomicid maniac jason return from the grave to caus more bloodi mayhem. young tommi may have escap from crystal lake, but he’ still haunt by the gruesom event that happen there. when gori murder start happen at the seclud halfway hous for troubl teen where he now lives, it seem like hi nightmarish nemesis, jason, is back for more sadist slaughters. but as thing spiral out of control and the bodi count rises, tommi begin to wonder if he’ becom the killer he fear most.melani kinnaman, john shepherd, shavar ross"
the last sin eater,9916,Michael Landon Jr.,"dramachristianity, appalachia, conversion, independ filmin seek her own redempt from the one man of whom she is most afraid, 10-year-old cadi forb discov a secret sin haunt her commun of welsh immigr in 1850 appalachia.louis fletcher, henri thomas, soren fulton"
do you believe?,309425,Jon Gunn,"fantasy, dramachristianwhen a pastor is shaken by the visibl faith of a street-corn preacher, he is remind that true belief alway requir action. hi respons ignit a journey that impact everyon it touch in way that onli god could orchestrate.mira sorvino, sean astin, alexa penavega"
impact point,14156,Hayley Cloake,"thriller, romancepro beach volleybal star, kelli reyes, face challeng everyday, fierc competitors, the press, but noth could prepar her for him.brian austin green, melissa keller, linden ashbi"
the valley of decision,43610,Tay Garnett,"dramamari rafferti come from a poor famili of steel mill worker in 19th centuri pittsburgh. her famili object when she goe to work as a maid for the wealthi scott famili which control the mill. mari catch the attent of handsom scion paul scott, but their romanc is complic by paul' engag to someon els and a bitter strike among the mill workers.gr garson, gregori peck, donald crisp"
eden,360339,Shyam Madiraju,"thriller, dramaisland, airplane, survival, soccer, crash, teamaft their plane crash off the coast of a desert pacif island, the surviv member of an american soccer team find themselv in the most dire of circumst with limit resources, dwindl food suppli and no rescu come ani time soon. team spirit evapor as disagr caus the group to separ into faction - a violent one lead by an unbalanc ruler, and a compassion one led by a selfless player.jessica lowndes, ethan peck, diego boneta"
chicken tikka masala,31163,Harmage Singh Kalirai,"comedy, romance, foreigncom out, arrang marriage, gay relationshipjimi (chri bisson), the chopra family' onli son, get caught off guard when hi high-hand parent (saeed jaffrey and jamila massey) announc an arrang marriag to simran (jinder mahal), a love girl from a respect family. problem is, jimi' gay, so to hide hi homosexuality, he spin an ever-mor elabor web of deceit -- but how long can he conceal the truth?chri bisson, saeed jaffrey, salli bank"
there's always woodstock,297621,Rita Merson,"romance, comedy, musicwoman directorwhen neurotic, struggl songwriter, catherin brown' life in new york citi fall apart, she is forc to confront her past when she spend the summer at her childhood home in woodstock.allison miller, jame wolk, katey sagal"
jack brooks: monster slayer,16205,Jon Knautz,"action, comedy, horrorcamping, vomit, demon, sciencea a child jack brook wit the brutal murder of hi family. now a young man he struggl with a pester girlfriend, therapi session that resolv nothing, and night class that bare hold hi interest. after unleash an ancient curse, jack' professor undergo a transform into someth not-quite- human, and jack is forc to confront some old demons... along with a few new ones.robert englund, trevor matthews, daniel kash"
the best years of our lives,887,William Wyler,"drama, history, romanceusa, post traumat stress disorder, war veteran, world war ii, rehabilitation, bodili disabl personit' the hope that sustain the spirit of everi gi: the dream of the day when he will final return home. for three wwii veterans, the day ha arrived. but for each man, the dream is about to becom a nightmare. captain fred derri is return to a loveless marriage; sergeant al stephenson is a stranger to a famili that' grown up without him; and young sailor homer parrish is torment by the loss of hi hands. can these three men find the courag to rebuild their world? or are the best year of their live a thing of the past?fredr march, myrna loy, dana andrew"
bully,9517,Larry Clark,"crime, dramaflorida, striptease, homosexuality, independ film, best friend, fall in love, group of friendsaft find himself at the constant abus of hi best friend bobby, marti ha becom fed up with hi friend' twist ways. hi girlfriend, a victim of bobby' often cruel ways, couldn't agre more and they strateg murder bobby.brad renfro, bijou phillips, nick stahl"
elling,6007,Petter Næss,"comedy, dramament disabledwhen hi mother, who ha shelter him hi entir 40 years, dies, elling, a sensitive, would-b poet, is sent to live in a state institution. there he meet kjell bjarne, a gentl giant and female-obsess virgin in hi 40s. after two years, the men are releas and provid with a state-fund apart and stipend with the hope they will be abl to live on their own.per christian ellefsen, sven nordin, jørgen langhel"
mi america,364083,Robert Fontaine,"drama, crimenew york state, hate crimea hate-crim ha been commit in a the small citi of braxton, n.y. five migrant labor have been beaten, shot, then ditched. thi will upset the delic balanc of an ethnic divers populace.robert fontaine, michael brainard, grant boyd"
[rec],8329,"Jaume Balagueró, Paco Plaza","horror, mysteryterror, obsession, camcorder, firemen, religion and supernatural, realiti tv, bite, cinematographer, attempt to escape, lodger, live-reportage, found footagea televis report and cameraman follow emerg worker into a dark apart build and are quickli lock insid with someth terrifying.manuela velasco, ferran terraza, martha carbonel"
lies in plain sight,69640,Patricia Cardoso,"drama, mystery, thrillersuicide, famili secrets, blind, woman director“li in plain sight” tell the stori of eva and her blind cousin sofia (martha higareda), who were insepar as children, with eva the loyal companion who help sofia through her tough adolesc years. when eva suddenli commit suicide, sofia rush home to her father, hector (benito martinez), and eva’ parents, marisol (rosi perez) and rafael (yul vásquez), to find answers. but the more she delv into eva’ life, question her past boyfriend ethan (chad michael murray) and christian (christoph sanders), the more sofia realiz that their childhood wa actual fill with dark, disturb secrets.martha higareda, chad michael murray, yul vazquez"
sharkskin,371085,,"the post war ii stori of manhattan born mike esposito, a practic tailor of custom men clothing; a man of digniti and honor, whose develop involv with the italian mob wrap him up in a world of moral dilemma and clash values."
containment,347548,Neil Mcenery-West,"thriller, horror, scienc fictionneighbor in a block wake one morn to find they have been seal insid their apartments. can they work togeth to find out why? or will they destroy each other in their fight to escape?louis brealey, lee ross, sheila reid"
the timber,322443,Anthony O'Brien,"adventure, drama, westernin the wild west, two brother embark on a journey to collect a bounti in a desper attempt to save their home: but what they find along the way is more than they bargain for.jam ransone, elisa lasowski, josh peck"
from russia with love,657,Terence Young,"action, thriller, adventurevenice, london england, terror, england, assassination, spy, assassin, istanbul, russia, secret mission, secret organization, secret intellig service, kgb, orient express, zagreb, gondola, phantom, villain, duringcreditsstingerag 007 is back in the second instal of the jame bond series, thi time battl a secret crime organ known as spectre. russian rosa klebb and kronsteen are out to snatch a decod devic known as the lektor, use the ravish tatiana to lure bond into help them. bond willingli travel to meet tatiana in istanbul, where he must reli on hi wit to escap with hi life in a seri of deadli encount with the enemysean connery, daniela bianchi, pedro armendáriz"
the toxic avenger part ii,28165,"Lloyd Kaufman, Michael Herz","comedy, horror, actionjapan, new jersey, sequel, superhero, gore, spoof, cult filmth toxic aveng is lure to tokyo, japan by the evil corpor apocalyps inc. so while the toxic aveng is fight crime in tokyo, apocalyps inc. spread evil in tromaville.ron fazio, john altamura, phoeb leger"
sleeper,11561,Woody Allen,"comedy, romance, scienc fictionsex, revolution, future, dystopia, government, control, satire, independ film, robot, tyranny, cyrogenics, anarch comedymil monroe, a clarinet-play health food store proprietor, is reviv out of cryostasi 200 year into a futur world in order to help rebel fight an oppress govern regime.woodi allen, dian keaton, john beck"
it follows,270303,David Robert Mitchell,"horror, thrillerchase, supernatural, friends, vision, school, young adult, followedfor 19-year-old jay, fall should be about school, boy and weekend out at the lake. but a seemingli innoc physic encount turn sour and give her the inescap sens that someone, or something, is follow her. face with thi burden, jay and her teenag friend must find a way to escap the horror that seem to be onli a few step behind.maika monroe, keir gilchrist, daniel zovatto"
everything you always wanted to know about sex *but were afraid to ask,11624,Woody Allen,"comedytranssexuality, perversity, sperm, orgasm, sodomy, sexology, homosexuality, aphrodisiac, anarch comedya collect of seven vignettes, which each address a question concern human sexuality.woodi allen, john carradine, lou jacobi"
to kill a mockingbird,595,Robert Mulligan,"crime, dramablack people, base on novel, brother sister relationship, becom an adult, isolation, arbitrari law, social depriv family, tree house, wrong accusal, farm worker, intolerance, exclusion, court case, defence, right and justice, court, childin a small alabama town in the 1930s, scrupul honest and highli respect lawyer, atticu finch put hi career on the line when he agre to repres tom robinson, a black man accus of rape. the trial and the event surround it are seen through the eye of finch' six-year-old daughter, scout. while robinson' trial give the movi it momentum, there are plenti of anecdot occurr befor and after the court date: scout' ever-strengthen bond with older brother, jem, her friendship with precoci young dill harris, her father' no-nonsens reaction to such life-and-death crise as a rampag mad dog, and especi scout' reaction to, and relationship with, boo radley, the reclus 'villag idiot' who turn out to be her salvat when she is attack by a venom bigot.gregori peck, brock peters, jame anderson"
mad max 2: the road warrior,8810,George Miller,"adventure, action, thriller, scienc fictionexplosive, boomerang, pilot, chase, post-apocalyptic, dystopia, deal, survivor, feral child, australia, community, ex-cop, truck, sequel, independ film, oil, wasteland, gang rape, violence, dog, desolate, oil refinery, disfigur mask, music box, oil tanker, wanderer, ozploitation, motorcycl gangsmax rockatanski return as the heroic loner who drive the dusti road of a postapocalypt australian outback in an unend search for gasoline. array against him and the other scraggli defend of a fuel-depot encamp are the bizarr warrior command by the charismat lord humungus, a violent leader whose scrupl are as barren as the surround landscape.mel gibson, bruce spence, michael preston"
the legend of drunken master,12207,Liu Chia-Liang,"action, comedyfath son relationship, martial arts, showdown, fistfight, friendship, duelreturn home with hi father after a shop expedition, wong fei-hong is unwittingli caught up in the battl between foreign who wish to export ancient chines artifact and loyalist who don't want the piec to leav the country. fei-hong must fight against the foreign use hi drunken box style, and overcom hi father' antagon as well.jacki chan, anita mui, ti lung"
boys don't cry,226,Kimberly Peirce,"crime, dramarape, sex, identity, small town, love, friends, murder, romance, true, transgender, anger, woman director, nebraska, small town murder, transphobia, gender identityfemal born, teena brandon adopt hi male ident of brandon teena and attempt to find himself and love in nebraska.hilari swank, chloë sevigny, peter sarsgaard"
silent house,92182,"Chris Kentis, Laura Lau","horror, mysterysupernatural, remake, suspense, beer bottle, real time, candelabra, refer to facebook, padlock, woman directorsarah return with her father and uncl to fix up the family' longtim summerhous after it wa violat by squatter in the off-season. as they work in the dark, sarah begin to hear sound from within the wall of the boarded-up building. although she bare rememb the place, sarah sens the past may still haunt the home.elizabeth olsen, adam trese, eric sheffer steven"
the lives of others,582,Florian Henckel von Donnersmarck,"drama, thrillergermany, berlin, suicide, berlin wall, corruption, german democrat republic, stasi, blackmail, cold war, soviet union, nudity, propaganda, freedom of speech, hous search, artists' life, spying, arts, government, interrogation, surveillance, minist for education, heartbreak, east germany, communism, mfsa tragic love stori set in east berlin with the backdrop of an undercov stasi control culture. stasi captain wieler is order to follow author dreyman and plung deeper and deeper into hi life until he reach the threshold of doubt the system.martina gedeck, ulrich mühe, sebastian koch"
courageous,72213,Alex Kendrick,"dramafather, faitha law enforc officers, adam mitchell, nathan hayes, and their partner are confid and focused. they willingli stand up to the worst the street have to offer. yet at the end of the day, they face a challeng that none of them are truli prepar to tackle: fatherhood. they know that god desir to turn the heart of father to their children, but their children are begin to drift further and further away from them. when tragedi hit home, these men are left wrestl with their hopes, their fears, their faith, and their fathering. can a new found urgenc help these dad draw closer to god ... and to their children? courag is the fourth releas of sherwood pictures, the movi make ministri of sherwood church in albany, georgia.alex kendrick, ken bevel, ben davi"
the hustler,990,Robert Rossen,"dramasuicide, gambling, manager, alcohol, base on novel, bar, billard, hustler, sport, party, pool, money, game, drunk, playerfast eddi felson is a small-tim pool hustler with a lot of talent but a self-destruct attitude. hi bravado caus him to challeng the legendari minnesota fat to a high-stak match.paul newman, jacki gleason, piper lauri"
boom town,55604,Jack Conway,"adventure, drama, romancepartnership, oil, oil tycoon, wildcatter, oil fieldmcmast and sand come to oil town to get rich. betsey come west intend to marri sand but marri mcmaster instead. get rich and lose it all teach mcmaster and sand the valu of person ties.clark gable, spencer tracy, claudett colbert"
the triplets of belleville,9662,Sylvain Chomet,"adventure, animation, comedy, dramafrance, kidnapping, boy, biker, tour de france, mafia, dog, triplet, band singer, silent film, old womanwhen her grandson is kidnap dure the tour de france, madam souza and her belov pooch bruno team up with the bellevil sisters--an age song-and-d team from the day of fred astaire--to rescu him.béatric bonifassi, lina boudreau, michèl caucheteux"
smoke signals,20862,Chris Eyre,"drama, comedyyoung indian man thoma is a nerd in hi reservation, wear overs glass and tell everyon stori no-on want to hear. hi parent die in a fire in 1976, and thoma wa save by arnold. arnold soon left hi family, and victor hasn't seen hi father for 10 years. when victor hear arnold ha died, thoma offer him fund for the trip to get arnold' remainsadam beach, evan adams, iren bedard"
american splendor,2771,"Shari Springer Berman, Robert Pulcini","comedy, dramabiography, independ film, v.a. hospital, junk sale, jellybean, greet card, file clerk, garag sale, comic book art, neurotic, woman directoran origin mix of fiction and realiti illumin the life of comic book hero everyman harvey pekar.paul giamatti, hope davis, judah friedland"
before sunset,80,Richard Linklater,"drama, romanceparis, journalist, dialogue, talking, soulmates, walking, bookshop, love of one' life, authornin year ago two stranger met by chanc and spent a night in vienna that end befor sunrise. they are about to meet for the first time since. now they have one afternoon to find out if they belong together.ethan hawke, juli delpy, vernon dobtcheff"
amores perros,55,Alejandro González Iñárritu,"drama, thrillerhomeless person, mexico city, daughter, secret love, dogfight, money, dog, nonlinear timeline, multipl storylines, new mexican cinemathre differ peopl in mexico citi are catapult into dramat and unforeseen circumst in the wake of a terribl car crash: a young punk stumbl into the sinist underground world of dog fighting; an injur supermodel' design pooch disappear into the apartment' floorboards; and an ex-rad turn hit man rescu a gunshot rotweiler.gael garcía bernal, vanessa bauche, goya toledo"
thirteen,11023,Catherine Hardwicke,"crime, dramacheating, dysfunct family, teen angst, underag drinking, domest violence, makeover, drug overdose, teacher student relationship, street life, movi theater, razor blade, tattoo shop, peer pressure, shoe store, overachiever, refer to jack black, flunk out of school, promiscu mother, glue sniffing, woman directortraci is a normal 13-year-old tri to make it in school. after befriend the most popular girl at school, evie, tracy' world is turn upsid down when evi introduc her to a world of sex, drug and cash. but it isn't long befor tracy' new world and attitud final take a toll on her, her family, and old friends.evan rachel wood, nikki reed, vanessa hudgen"
gentleman's agreement,33667,Elia Kazan,"drama, romanceanti semitism, soldiera magazin writer pose as a jew to expos anti-semitism.gregori peck, dorothi mcguire, john garfield"
winter's bone,39013,Debra Granik,"dramafather, court, bail, drug trade, girl, aftercreditsstinger, duringcreditsstinger, woman director17 year-old ree dolli set out to track down her father, who put their hous up for hi bail bond and then disappeared. if she fails, ree and her famili will be turn out into the ozark woods. challeng her outlaw kin' code of silenc and risk her life, ree hack through the lies, evas and threat offer up by her rel and begin to piec togeth the truth.jennif lawrence, john hawkes, kevin breznahan"
touching the void,11194,Kevin Macdonald,"documentary, action, adventurewound, mountaineer, peru, sport, glacier, climbing, rescue, snow, cordillera huayhuasha documentari base on the book of the same name by joe simpson about simpson' and simon yates' disastr and near-fat attempt to climb 6,344m siula grand in the cordillera huayhuash in the peruvian and in 1985.brendan mackey, nichola aaron, richard hawk"
alexander's ragtime band,43839,Henry King,"drama, music, romancedance, ragtime, concert tourrog grant, a classic violinist, disappoint hi famili and teacher when he organ a jazz band, but he and the band becom successful. roger fall in love with hi singer stella, but hi reluct to lose her lead him to thwart her effort to becom a solo star. when the world war separ them in 1917, stella marri roger' best friend charlie. roger come home after the war and an import concert at carnegi hall bring the corner of the romant triangl together.tyron power, alic faye, don amech"
me and you and everyone we know,1382,Miranda July,"comedy, dramabroth brother relationship, playground, independ film, sex talk, art gallery, separation, self mutilation, shoe salesman, chat session, femal artist, meet on the internet, hope chest, woman directorth featur film debut by artist miranda juli about a variou comic situat and plot that intertwine. one stori line is about a father who is end hi marriag and the other stori is of a video artist (possibl autobiograph of miranda july, also play by her) who is desper tri to get her work in a modern art museum. the film won caméra d'or at cannes.miranda july, john hawkes, brandon ratcliff"
inside job,44639,Charles Ferguson,"documentarycorruption, capitalism, globalization, bank, banker, fraud, wall street, finances, global economy, banking, crisis, money, economics, financi crisis, stock market, corporationa film that expos the shock truth behind the econom crisi of 2008. the global financi meltdown, at a cost of over $20 trillion, result in million of peopl lose their home and jobs. through extens research and interview with major financi insiders, politician and journalists, insid job trace the rise of a rogu industri and unveil the corros relationship which have corrupt politics, regul and academia.matt damon, william ackman, barack obama"
we are your friends,301351,Max Joseph,"drama, music, romancedjyoung cole carter dream of hit the big time as a hollywood disc jockey, spend hi day and night hang with buddi and work on the one track that will set the world on fire. opportun come knock when he meet jame reed, a charismat dj who take the 23-year-old under hi wing. soon, hi seemingli clear path to success get complic when he start fall for hi mentor' girlfriend, jeopard hi new friendship and the futur he seem destin to fulfill.zac efron, emili ratajkowski, we bentley"
ghost dog: the way of the samurai,4816,Jim Jarmusch,"crime, dramadeportation, hitman, mission of murder, book, code, telescope, beating, mafia, park, pigeon, hagakure, ice cream, haitian, cd player, rouge, arm sling, racial sluran african-american mafia hit man who model himself after the samurai of old find himself target for death by the mob.forest whitaker, cliff gorman, tricia vessey"
harsh times,7873,David Ayer,"crime, drama, thriller, actionwatch a movie, play pool, vinegarjim davi is an ex-armi ranger who find himself slip back into hi old life of petti crime after a job offer from the lapd evaporates. hi best friend is pressur by hi girlfriend sylvia to find a job, but jim is more interest in hang out and make cash from small heists, while tri to get a law enforc job so he can marri hi mexican girlfriend.christian bale, freddi rodríguez, eva longoria"
captive,331190,Jerry Jameson,"crime, drama, thrillerhostage, base on true story, murder, independ film, singl mother, drug, drug addict, recov drug addict, auto theft, base on true eventsbas on a miracul true stori that drew the attent of the entir nation, is the dramatic, thrilling, and spiritu journey of ashley smith and brian nichols. after be taken hostag by brian in her own apartment, ashley turn to rick warren’ inspir book, the purpos driven life, for guidance. in read from the book, ashley not onli find purpos in her own life, but help brian find a more peac resolut to a harrow situation.k mara, david oyelowo, michael kenneth william"
full frontal,15186,Steven Soderbergh,"comedy, drama, romanceindepend filma contemporari comedi set in lo angeles, full frontal trace the complic relationship among seven friend as they deal with the fragil connect that bind them together. full frontal take place dure a twenty-four hour period - a day in the life of miss connections.david duchovny, nicki katt, catherin keener"
witchboard,17994,Kevin Tenney,"horrorax, possession, psychic power, ouija, ouija board, evil spiritplay around with a ouija board, a trio of friend succe in contact the spirit of a young boy. troubl begin when the evil spirit, malfeitor, take over one of their bodies.stephen nichols, tawni kitaen, todd allen"
shortbus,1378,John Cameron Mitchell,"romance, drama, comedygay, new york, free love, swinger club, transsexuality, sex, heterosexual, suicid attempt, eroticism, group sex, orgasm, sex therapy, video, dominatrix, homosexuality, unsimul sexa group of new yorker caught up in their milieu converg at an underground salon infam for it blend of art, music, politics, and carnality.. the charact converg in a weekli brooklyn salon loos inspir by variou underground nyc gather that took place in the earli 2000's.sook-yin lee, paul dawson, pj deboy"
waltz with bashir,8885,Ari Folman,"drama, animation, warisrael, palestine, middl east, lebanon, nightmare, middl east conflictmuch award anim documentary, in which director and isra armi veteran ari folman interview friend and former soldier about their memori of the 1982 lebanon war and especi the sabra and shatila massacr in beirut. the usag on anim enabl folman to illustr their person memori and dreams.ari folman, ron ben-yishai, dror harazi"
"the book of mormon movie, volume 1: the journey",48382,,"the stori of lehi and hi wife sariah and their four sons: laman, lemuel, sam, and nephi. lehi leav jerusalem becaus he prophesi unto the peopl concern the destruct of jerusalem, and they sought hi life. he journey into the wilder with hi family. he send nephi and hi brethren back to jerusalem after the brass plate and the famili of ishmael. the son and daughter of lehi marri the son and daughter of ishmael. they take their famili and continu into the wilderness. ishmael die in the wilderness. they come to the sea. nephi' brethren rebel against him. he confound them, and build a ship. they cross the sea to the promis land in the americas. lehi die in the promis land. nephi' brethren rebel against him again. nephi depart again into the wilderness.kirbi heyborne, michael flynn"
no end in sight,12901,Charles Ferguson,"documentarywhit house, occupi power, independ film, incompetence, irak, superpower, warfarechronolog look at the fiasco in iraq, especi decis made in the spring of 2003 - and the background of those make decis - immedi follow the overthrow of saddam: no occup plan, an inadequ team to run the country, insuffici troop to keep order, and three edict from the white hous announc by bremmer when he took over.campbel scott, gerald burke, ali fadhil"
the diary of a teenage girl,250124,Marielle Heller,"drama, romance1970s, teenag girl, older man younger woman relationship, base on graphic novel, teenag sexuality, woman directorminni goetz is a 15-year-old aspir comic-book artist, come of age in the haze of the 1970 in san francisco. insati curiou about the world around her, minni is a pretti typic teenag girl. oh, except that she’ sleep with her mother’ boyfriend.bel powley, kristen wiig, alexand skarsgård"
in the shadow of the moon,14284,David Sington,"documentarynasa, space mission, rocket, moon landing, space, astronaut, apollo sarchiv materi from the origin nasa film footag – much of it seen for the first time – plu interview with the surviv astronauts, includ jim lovell, dave scott, john young, gene cernan, mike collins, buzz aldrin, alan bean, edgar mitchell, charli duke and harrison schmitt.buzz aldrin, michael collins, alan bean"
meek's cutoff,57120,Kelly Reichardt,"drama, westerngold, oregon, thirst, tree, settler, famili relationships, nativ american, salt lake city, pioneer, woman directorset in 1845, thi drama follow a group of settler as they embark on a punish journey along the oregon trail. when their guid lead them astray, the expedit is forc to contend with the unforgiv condit of the high plain desert.michel williams, bruce greenwood, will patton"
inside deep throat,12228,"Fenton Bailey, Randy Barbato","history, documentaryusa, 1970s, sexual revolution, unsimul sexin 1972, a seemingli typic shoestr budget pornograph film wa made in a florida hotel, ""deep throat,"" star linda lovelace. thi film would surpass the wildest expect of everyon involv to becom one of the most success independ film of all time. it caught the public imagin which met the spirit of the times, even as the self appoint guardian of public moral struggl to suppress it, and created, for a brief moment, a possibl futur where sexual in film had a bold artist potential. thi film cover the stori of the make of thi controversi film, it stun success, it hyster opposit along with it dark side of mob influenc and alleg of the on set mistreat of the film' star. in short, the combin event would redefin the popular appeal of pornography, even as more cynic develop would lead it down other paths.denni hopper, peter bart, warren beatti"
dinner rush,22617,Bob Giraldi,"drama, action, thrilleri it just anoth even at the huge popular italian restaur of proprietor and bookmak loui cropa in new york? anyth but as tonight' guest include; a local polic detect and hi wife special invit by the owner; on the balconi rival bookmak gangster from queen who want to becom partner in the restaurant; in the corner renown food critic 'the food nymph' is her usual demand self; and at the bar, seemingli unnoticed, is ken. as the even continu enter duncan, inveter gambler and sous-chef on-the-lin in the frenet kitchen downstairs, who act as the catalyst that caus the even to draw to it inevitable, explosive, deadli conclusion.danni aiello, john rothman, frank bongiorno"
clockwatchers,55561,Jill Sprecher,"comedy, dramaindepend film, woman directoriri can best be describ as a wallflower. she begin her first day as a temp for the nondescript global credit associ by wait in a chair for two hours...toni collette, parker posey, lisa kudrow"
the virginity hit,42889,"Huck Botko, Andrew Gurland","comedyloss of virginity, teenag boy, teen comedy, teenag sexuality, found footage, sex comedy, virginityfour guys, one camera, and their experi chronicl the exhilar and terrifi rite of passage: lose your virginity. as these guy help their buddi get laid, they'll have to surviv friend with benefits, internet hookups, even porn star dure an adventur that prove whi you will alway rememb your first time.matt bennett, zack pearlman, jacob davich"
subway,10656,Luc Besson,"action, thrillerparis, cultur clash, subway, metropolis, blackmail, document, criminal, socialite, punk bandfred, a raffish safe blower, take refug in the pari metro after be chase by the henchmen of a shadi businessman from whom he ha just stolen some documents. while hide out in the back room and conduit of the metro, fred encount a subterranean societi of eccentr charact and petti criminals. despit be pursu by the henchmen, fred find the time to flirt with héléna, blow a safe, rob a train, evad the hapless metro police, and start a rock bandisabel adjani, christoph lambert, richard bohring"
house of d,24363,David Duchovny,"comedy, dramaself-discovery, friendshipan american artist live a bohemian exist in paris, tom warshaw (david duchovny) is tri to make sens of hi troubl adult life by reflect upon hi extraordinari childhood.robin williams, david duchovny, anton yelchin"
teeth,13121,Mitchell Lichtenstein,"comedy, horrordawn is an activ member of her high-school chastiti club but, when she meet tobey, natur take it course, and the pair answer the call. they suddenli learn she is a live exampl of the vagina dentata myth, when the encount take a grisli turn.jess weixler, john hensley, josh pai"
six-string samurai,24746,Lance Mungia,"action, adventure, scienc fictionindepend filmin a post-apocalypt world where the russian have taken over a nuke usa and elvi is king of lost vegas, buddi is a '50 rocker and wander warrior roll into one, too-cool package. arm with hi six-str in one hand and hi sword in the other, buddi is on hi way to vega to succeed elvi as king. along the way, he save an orphan who decid to tag along.jeffrey falcon, justin mcguire, kim de angelo"
hum to mohabbat karega,325140,,"raju, a waiter, is in love with the famou tv report greeta kapoor. after a man is murdered, kapoor show up at raju' door to ask him some question - it turn out that raju serv the dead man hi last supper, and the author hope that he might be abl to help them. raju lie and say that he wa an eye witness, in order to spend more time with kapoor. he give the polic a fals descript of the killer, but it match hi best friend kutti, so soon kutti is want by the police, and the mafia, who is respons for the killing, is after raju."
it's all gone pete tong,12109,Michael Dowse,"drama, comedy, musicdisc jockey, loss of family, cocaine, comeback, record studio, british, ibiza, base on true story, disabledit all gone pete tong is a comedi follow the tragic life of legendari franki wilde. the stori take us through frankie' life from one of the best dj' alive, through subsequ battl with a hear disorder, culmin in hi mysteri disappear from the scene.paul kaye, kate magowan, neil maskel"
saint john of las vegas,27023,Hue Rhodes,"comedyindepend film, aftercreditsstingeran ex-gambl is lure back into the game by a veteran insurance-fraud investigator.stev buscemi, romani malco, tim blake nelson"
24 7: twenty four seven,22913,Shane Meadows,"comedy, drama, romancetransporter, sport, friends, nottinghamin a typic english working-class town, the juvenil have noth more to do than hang around in gangs. one day, alan darcy, a highli motiv man with the same kind of youth experience, start tri to get the young peopl off the street and into do someth they can believ in: boxing. darci open a box club, aim to bring the rival gang together.bob hoskins, danni nussbaum, bruce jone"
stonewall,273899,Roland Emmerich,"dramastonewal riot""stonewall"" is a drama about a young man in new york caught up dure the 1969 stonewal riots, a pivot event wide consid the start point for the modern gay civil right movement.jeremi irvine, jonni beauchamp, jonathan rhi meyer"
